"PROFILO DEI LAUREATI"
"";"Collettivo selezionato";"dietistica (L/SNT3)";"dietistica (SNT/3)(1) ";"educazione professionale (L/SNT2)";"educazione professionale (SNT/2)";"fisioterapia (L/SNT2)";"fisioterapia (SNT/2)(1) ";"igiene dentale (L/SNT3)";"igiene dentale (SNT/3)(1) ";"infermieristica - sede di Bologna (L/SNT1)";"infermieristica - sede di Ravenna - dall'a.a. 2008/09 (SNT/1)";"infermieristica - sede di Rimini (L/SNT1)";"infermieristica - sede di Rimini (SNT/1)";"infermieristica - sedi di Bologna (fino all'a.a. 2010/11) e Ravenna (fino all'a.a. 2007/08) (SNT/1)";"infermieristica - sedi di Faenza e Ravenna (L/SNT1)";"logopedia (L/SNT2)";"ortottica ed assistenza oftalmologica (L/SNT2)";"ostetricia (L/SNT1)";"ostetricia (SNT/1)(1) ";"podologia (L/SNT2)";"tecniche della prevenzione nell'ambiente e nei luoghi di lavoro (L/SNT4)";"tecniche della prevenzione nell'ambiente e nei luoghi di lavoro (SNT/4)(1) ";"tecniche di laboratorio biomedico (L/SNT3)";"tecniche di neurofisiopatologia (L/SNT3)";"tecniche di radiologia medica, per immagini e radioterapia - sede di Bologna (L/SNT3)";"tecniche di radiologia medica, per immagini e radioterapia - sede di Rimini - dall'a.a. 2008/09 (SNT/3)(1) ";"tecniche di radiologia medica, per immagini e radioterapia - sede di Rimini (L/SNT3)";"tecniche ortopediche (L/SNT3)";"tecniche ortopediche (SNT/3)(1) "
"";"Collettivo selezionato";"dietistica (L/SNT3)";"dietistica (SNT/3)(1) ";"educazione professionale (L/SNT2)";"educazione professionale (SNT/2)";"fisioterapia (L/SNT2)";"fisioterapia (SNT/2)(1) ";"igiene dentale (L/SNT3)";"igiene dentale (SNT/3)(1) ";"infermieristica - sede di Bologna (L/SNT1)";"infermieristica - sede di Ravenna - dall'a.a. 2008/09 (SNT/1)";"infermieristica - sede di Rimini (L/SNT1)";"infermieristica - sede di Rimini (SNT/1)";"infermieristica - sedi di Bologna (fino all'a.a. 2010/11) e Ravenna (fino all'a.a. 2007/08) (SNT/1)";"infermieristica - sedi di Faenza e Ravenna (L/SNT1)";"logopedia (L/SNT2)";"ortottica ed assistenza oftalmologica (L/SNT2)";"ostetricia (L/SNT1)";"ostetricia (SNT/1)(1) ";"podologia (L/SNT2)";"tecniche della prevenzione nell'ambiente e nei luoghi di lavoro (L/SNT4)";"tecniche della prevenzione nell'ambiente e nei luoghi di lavoro (SNT/4)(1) ";"tecniche di laboratorio biomedico (L/SNT3)";"tecniche di neurofisiopatologia (L/SNT3)";"tecniche di radiologia medica, per immagini e radioterapia - sede di Bologna (L/SNT3)";"tecniche di radiologia medica, per immagini e radioterapia - sede di Rimini - dall'a.a. 2008/09 (SNT/3)(1) ";"tecniche di radiologia medica, per immagini e radioterapia - sede di Rimini (L/SNT3)";"tecniche ortopediche (L/SNT3)";"tecniche ortopediche (SNT/3)(1) "
"Hanno alloggiato a meno di un'ora di viaggio dalla sede degli studi (%):";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"più del 50% della durata degli studi";"74,0";"83,3";"*";"66,7";"-";"64,5";"*";"63,6";"*";"75,9";"80,0";"77,4";"80,0";"72,7";"78,9";"75,0";"57,1";"75,0";"*";"64,3";"89,5";"*";"62,5";"71,4";"83,3";"*";"66,7";"60,0";"*"
"meno del 50%";"25,6";"16,7";"*";"33,3";"80,0";"35,5";"*";"36,4";"*";"23,6";"20,0";"22,6";"20,0";"27,3";"20,2";"25,0";"42,9";"25,0";"*";"35,7";"10,5";"*";"37,5";"28,6";"16,7";"*";"33,3";"40,0";"*"
"Hanno frequentato regolarmente (%):";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"più del 75% degli insegnamenti previsti";"90,1";"100,0";"*";"100,0";"60,0";"93,5";"*";"100,0";"*";"85,9";"80,0";"91,8";"70,0";"78,8";"93,0";"100,0";"57,1";"92,9";"*";"92,9";"100,0";"*";"100,0";"100,0";"100,0";"*";"100,0";"80,0";"*"
"tra il 50% e il 75%";"8,5";"-";"*";"-";"40,0";"6,5";"*";"-";"*";"10,5";"20,0";"7,5";"30,0";"21,2";"6,1";"-";"42,9";"3,6";"*";"7,1";"-";"*";"-";"-";"-";"*";"-";"13,3";"*"
"tra il 25% e il 50%";"0,8";"-";"*";"-";"-";"-";"*";"-";"*";"2,1";"-";"0,7";"-";"-";"0,9";"-";"-";"-";"*";"-";"-";"*";"-";"-";"-";"*";"-";"-";"*"
"meno del 25%";"0,1";"-";"*";"-";"-";"-";"*";"-";"*";"0,5";"-";"-";"-";"-";"-";"-";"-";"-";"*";"-";"-";"*";"-";"-";"-";"*";"-";"-";"*"
"Hanno usufruito del servizio di borse di studio (%)";"24,4";"16,7";"*";"14,3";"20,0";"14,5";"*";"9,1";"*";"29,3";"-";"30,1";"20,0";"15,2";"32,5";"25,0";"42,9";"3,6";"*";"14,3";"36,8";"*";"6,3";"14,3";"33,3";"*";"8,3";"20,0";"*"
"Hanno svolto periodi di studio all'estero nel corso degli studi universitari (%)";"4,6";"-";"*";"4,8";"-";"6,5";"*";"-";"*";"5,8";"-";"3,4";"-";"-";"3,5";"-";"-";"7,1";"*";"14,3";"5,3";"*";"6,3";"14,3";"8,3";"*";"-";"-";"*"
"con Erasmus o altro programma dell'Unione Europea";"3,0";"-";"*";"-";"-";"4,8";"*";"-";"*";"4,7";"-";"2,7";"-";"-";"0,9";"-";"-";"3,6";"*";"7,1";"5,3";"*";"6,3";"14,3";"8,3";"*";"-";"-";"*"
"altra esperienza riconosciuta dal corso di studi";"0,5";"-";"*";"-";"-";"-";"*";"-";"*";"0,5";"-";"0,7";"-";"-";"0,9";"-";"-";"-";"*";"-";"-";"*";"-";"-";"-";"*";"-";"-";"*"
"iniziativa personale";"0,9";"-";"*";"4,8";"-";"1,6";"*";"-";"*";"0,5";"-";"-";"-";"-";"1,8";"-";"-";"-";"*";"7,1";"-";"*";"-";"-";"-";"*";"-";"-";"*"
"non hanno compiuto studi all'estero";"95,0";"100,0";"*";"95,2";"100,0";"93,5";"*";"100,0";"*";"94,2";"100,0";"96,6";"100,0";"100,0";"94,7";"100,0";"100,0";"92,9";"*";"85,7";"94,7";"*";"93,8";"85,7";"91,7";"*";"100,0";"100,0";"*"
"1 o più esami all'estero convalidati (%)";"1,3";"-";"*";"-";"-";"1,6";"*";"-";"*";"1,6";"-";"1,4";"-";"-";"0,9";"-";"-";"3,6";"*";"-";"5,3";"*";"6,3";"-";"-";"*";"-";"-";"*"
"Hanno preparato all'estero una parte significativa della tesi (%)";"2,2";"-";"*";"-";"-";"1,6";"*";"-";"*";"2,1";"-";"2,7";"5,0";"-";"0,9";"-";"-";"-";"*";"14,3";"-";"*";"-";"-";"8,3";"*";"8,3";"-";"*"
"Hanno svolto tirocini/stage o lavoro riconosciuti dal corso di laurea (%)";"79,0";"100,0";"*";"81,0";"60,0";"72,6";"*";"90,9";"*";"85,9";"100,0";"76,0";"75,0";"75,8";"70,2";"87,5";"42,9";"85,7";"*";"71,4";"73,7";"*";"87,5";"100,0";"75,0";"*";"91,7";"80,0";"*"
"tirocini organizzati dal corso e svolti presso l'università";"7,8";"-";"*";"-";"-";"1,6";"*";"63,6";"*";"10,5";"-";"4,1";"10,0";"6,1";"1,8";"-";"-";"14,3";"*";"57,1";"-";"*";"-";"42,9";"16,7";"*";"-";"-";"*"
"tirocini organizzati dal corso e svolti al di fuori dell'università";"70,2";"100,0";"*";"71,4";"60,0";"71,0";"*";"27,3";"*";"74,3";"100,0";"71,9";"65,0";"69,7";"68,4";"87,5";"42,9";"71,4";"*";"14,3";"63,2";"*";"87,5";"57,1";"50,0";"*";"91,7";"80,0";"*"
"attività di lavoro successivamente riconosciute dal corso";"0,1";"-";"*";"-";"-";"-";"*";"-";"*";"-";"-";"-";"-";"-";"-";"-";"-";"-";"*";"-";"5,3";"*";"-";"-";"-";"*";"-";"-";"*"
"nessuna esperienza di tirocinio o lavoro riconosciuto";"20,1";"-";"*";"19,0";"40,0";"27,4";"*";"9,1";"*";"13,1";"-";"23,3";"20,0";"24,2";"27,2";"12,5";"57,1";"14,3";"*";"28,6";"26,3";"*";"12,5";"-";"25,0";"*";"8,3";"20,0";"*"
"Mesi impiegati per la tesi/prova finale (medie)";"5,1";"5,5";"*";"3,5";"4,8";"5,2";"*";"5,8";"*";"5,4";"4,8";"5,4";"4,5";"5,0";"5,1";"7,8";"4,9";"4,8";"*";"5,4";"4,0";"*";"5,1";"6,5";"4,0";"*";"4,8";"3,5";"*"
"6. LAVORO DURANTE GLI STUDI"
"";"Collettivo selezionato";"dietistica (L/SNT3)";"dietistica (SNT/3)(1) ";"educazione professionale (L/SNT2)";"educazione professionale (SNT/2)";"fisioterapia (L/SNT2)";"fisioterapia (SNT/2)(1) ";"igiene dentale (L/SNT3)";"igiene dentale (SNT/3)(1) ";"infermieristica - sede di Bologna (L/SNT1)";"infermieristica - sede di Ravenna - dall'a.a. 2008/09 (SNT/1)";"infermieristica - sede di Rimini (L/SNT1)";"infermieristica - sede di Rimini (SNT/1)";"infermieristica - sedi di Bologna (fino all'a.a. 2010/11) e Ravenna (fino all'a.a. 2007/08) (SNT/1)";"infermieristica - sedi di Faenza e Ravenna (L/SNT1)";"logopedia (L/SNT2)";"ortottica ed assistenza oftalmologica (L/SNT2)";"ostetricia (L/SNT1)";"ostetricia (SNT/1)(1) ";"podologia (L/SNT2)";"tecniche della prevenzione nell'ambiente e nei luoghi di lavoro (L/SNT4)";"tecniche della prevenzione nell'ambiente e nei luoghi di lavoro (SNT/4)(1) ";"tecniche di laboratorio biomedico (L/SNT3)";"tecniche di neurofisiopatologia (L/SNT3)";"tecniche di radiologia medica, per immagini e radioterapia - sede di Bologna (L/SNT3)";"tecniche di radiologia medica, per immagini e radioterapia - sede di Rimini - dall'a.a. 2008/09 (SNT/3)(1) ";"tecniche di radiologia medica, per immagini e radioterapia - sede di Rimini (L/SNT3)";"tecniche ortopediche (L/SNT3)";"tecniche ortopediche (SNT/3)(1) "
"Hanno esperienze di lavoro (%) ";"64,6";"50,0";"*";"85,7";"80,0";"72,6";"*";"27,3";"*";"66,0";"40,0";"59,6";"85,0";"75,8";"61,4";"25,0";"42,9";"50,0";"*";"50,0";"68,4";"*";"56,3";"71,4";"83,3";"*";"66,7";"73,3";"*"
"lavoratori-studenti";"3,7";"-";"*";"4,8";"-";"1,6";"*";"9,1";"*";"2,1";"20,0";"1,4";"10,0";"12,1";"6,1";"-";"-";"-";"*";"7,1";"5,3";"*";"-";"-";"-";"*";"-";"6,7";"*"
"altre esperienze di lavoro con continuità a tempo pieno";"3,4";"-";"*";"4,8";"-";"9,7";"*";"-";"*";"2,6";"20,0";"0,7";"-";"3,0";"3,5";"-";"-";"-";"*";"-";"-";"*";"6,3";"-";"8,3";"*";"-";"13,3";"*"
"lavoro a tempo parziale";"17,1";"-";"*";"28,6";"40,0";"17,7";"*";"9,1";"*";"16,2";"-";"18,5";"20,0";"18,2";"18,4";"-";"28,6";"7,1";"*";"7,1";"5,3";"*";"18,8";"28,6";"8,3";"*";"41,7";"13,3";"*"
"lavoro occasionale, saltuario, stagionale";"40,5";"50,0";"*";"47,6";"40,0";"43,5";"*";"9,1";"*";"45,0";"-";"39,0";"55,0";"42,4";"33,3";"25,0";"14,3";"42,9";"*";"35,7";"57,9";"*";"31,3";"42,9";"66,7";"*";"25,0";"40,0";"*"
"nessuna esperienza di lavoro";"35,4";"50,0";"*";"14,3";"20,0";"27,4";"*";"72,7";"*";"34,0";"60,0";"40,4";"15,0";"24,2";"38,6";"75,0";"57,1";"50,0";"*";"50,0";"31,6";"*";"43,8";"28,6";"16,7";"*";"33,3";"26,7";"*"
"lavoro coerente con gli studi";"10,3";"-";"*";"33,3";"20,0";"27,4";"*";"9,1";"*";"6,8";"-";"6,8";"10,0";"24,2";"7,9";"12,5";"14,3";"-";"*";"-";"-";"*";"6,3";"-";"-";"*";"-";"20,0";"*"
"7. GIUDIZI SULL'ESPERIENZA UNIVERSITARIA"
"";"Collettivo selezionato";"dietistica (L/SNT3)";"dietistica (SNT/3)(1) ";"educazione professionale (L/SNT2)";"educazione professionale (SNT/2)";"fisioterapia (L/SNT2)";"fisioterapia (SNT/2)(1) ";"igiene dentale (L/SNT3)";"igiene dentale (SNT/3)(1) ";"infermieristica - sede di Bologna (L/SNT1)";"infermieristica - sede di Ravenna - dall'a.a. 2008/09 (SNT/1)";"infermieristica - sede di Rimini (L/SNT1)";"infermieristica - sede di Rimini (SNT/1)";"infermieristica - sedi di Bologna (fino all'a.a. 2010/11) e Ravenna (fino all'a.a. 2007/08) (SNT/1)";"infermieristica - sedi di Faenza e Ravenna (L/SNT1)";"logopedia (L/SNT2)";"ortottica ed assistenza oftalmologica (L/SNT2)";"ostetricia (L/SNT1)";"ostetricia (SNT/1)(1) ";"podologia (L/SNT2)";"tecniche della prevenzione nell'ambiente e nei luoghi di lavoro (L/SNT4)";"tecniche della prevenzione nell'ambiente e nei luoghi di lavoro (SNT/4)(1) ";"tecniche di laboratorio biomedico (L/SNT3)";"tecniche di neurofisiopatologia (L/SNT3)";"tecniche di radiologia medica, per immagini e radioterapia - sede di Bologna (L/SNT3)";"tecniche di radiologia medica, per immagini e radioterapia - sede di Rimini - dall'a.a. 2008/09 (SNT/3)(1) ";"tecniche di radiologia medica, per immagini e radioterapia - sede di Rimini (L/SNT3)";"tecniche ortopediche (L/SNT3)";"tecniche ortopediche (SNT/3)(1) "
"Sono complessivamente soddisfatti del corso di laurea (%)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"decisamente sì";"33,7";"50,0";"*";"42,9";"40,0";"22,6";"*";"27,3";"*";"41,9";"-";"42,5";"30,0";"21,2";"31,6";"25,0";"14,3";"28,6";"*";"7,1";"26,3";"*";"43,8";"28,6";"16,7";"*";"41,7";"-";"*"
"più sì che no";"56,3";"50,0";"*";"52,4";"40,0";"58,1";"*";"45,5";"*";"55,5";"100,0";"50,7";"50,0";"72,7";"55,3";"62,5";"42,9";"57,1";"*";"71,4";"63,2";"*";"56,3";"57,1";"75,0";"*";"58,3";"73,3";"*"
"Sono soddisfatti dei rapporti con i docenti in generale (%)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"decisamente sì";"20,9";"33,3";"*";"19,0";"20,0";"21,0";"*";"-";"*";"26,2";"-";"19,9";"15,0";"27,3";"14,9";"12,5";"28,6";"25,0";"*";"14,3";"5,3";"*";"31,3";"14,3";"8,3";"*";"50,0";"13,3";"*"
"più sì che no";"63,2";"66,7";"*";"61,9";"80,0";"56,5";"*";"63,6";"*";"63,4";"100,0";"66,4";"50,0";"51,5";"62,3";"75,0";"57,1";"64,3";"*";"78,6";"89,5";"*";"56,3";"85,7";"83,3";"*";"41,7";"53,3";"*"
"Sono soddisfatti dei rapporti con gli studenti (%)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"decisamente sì";"48,4";"66,7";"*";"47,6";"20,0";"43,5";"*";"27,3";"*";"59,7";"40,0";"54,8";"40,0";"51,5";"33,3";"25,0";"14,3";"46,4";"*";"35,7";"57,9";"*";"50,0";"28,6";"16,7";"*";"66,7";"53,3";"*"
"più sì che no";"41,9";"33,3";"*";"38,1";"40,0";"41,9";"*";"36,4";"*";"28,3";"60,0";"41,1";"50,0";"39,4";"59,6";"62,5";"42,9";"42,9";"*";"57,1";"31,6";"*";"43,8";"71,4";"66,7";"*";"33,3";"40,0";"*"
"Valutazione delle aule (%)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"sempre o quasi sempre adeguate";"23,5";"33,3";"*";"19,0";"-";"25,8";"*";"18,2";"*";"10,5";"40,0";"31,5";"35,0";"21,2";"24,6";"25,0";"28,6";"42,9";"*";"7,1";"52,6";"*";"-";"28,6";"25,0";"*";"41,7";"26,7";"*"
"spesso adeguate";"46,2";"66,7";"*";"71,4";"80,0";"53,2";"*";"63,6";"*";"46,6";"40,0";"45,2";"35,0";"48,5";"38,6";"50,0";"42,9";"28,6";"*";"64,3";"47,4";"*";"62,5";"42,9";"41,7";"*";"50,0";"40,0";"*"
"Valutazione delle postazioni informatiche (%)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"erano presenti e in numero adeguato";"35,8";"50,0";"*";"76,2";"80,0";"46,8";"*";"9,1";"*";"14,7";"80,0";"45,2";"45,0";"21,2";"18,4";"62,5";"42,9";"71,4";"*";"21,4";"73,7";"*";"93,8";"42,9";"58,3";"*";"66,7";"20,0";"*"
"erano presenti, ma in numero inadeguato";"34,9";"33,3";"*";"23,8";"20,0";"43,5";"*";"63,6";"*";"30,4";"20,0";"28,8";"45,0";"30,3";"60,5";"25,0";"-";"10,7";"*";"57,1";"26,3";"*";"6,3";"-";"33,3";"*";"25,0";"33,3";"*"
"Valutazione delle biblioteche (prestito/consultazione, orari di apertura ...) (%)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"decisamente positiva";"28,6";"33,3";"*";"14,3";"20,0";"27,4";"*";"-";"*";"36,1";"60,0";"32,2";"25,0";"36,4";"15,8";"25,0";"14,3";"28,6";"*";"21,4";"21,1";"*";"25,0";"28,6";"25,0";"*";"50,0";"33,3";"*"
"abbastanza positiva";"47,7";"66,7";"*";"52,4";"40,0";"51,6";"*";"27,3";"*";"47,6";"40,0";"42,5";"70,0";"57,6";"53,5";"62,5";"42,9";"39,3";"*";"57,1";"47,4";"*";"37,5";"14,3";"41,7";"*";"25,0";"53,3";"*"
"Valutazione del carico di studio degli insegnamenti rispetto alla durata del corso (%)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"decisamente adeguato";"14,9";"66,7";"*";"14,3";"20,0";"6,5";"*";"9,1";"*";"11,5";"-";"12,3";"10,0";"15,2";"10,5";"12,5";"28,6";"21,4";"*";"21,4";"21,1";"*";"43,8";"42,9";"33,3";"*";"33,3";"26,7";"*"
"abbastanza adeguato";"40,2";"33,3";"*";"61,9";"20,0";"38,7";"*";"45,5";"*";"37,7";"40,0";"44,5";"20,0";"33,3";"42,1";"37,5";"42,9";"21,4";"*";"57,1";"52,6";"*";"43,8";"42,9";"41,7";"*";"41,7";"60,0";"*"
"Si iscriverebbero di nuovo all'università? (%) ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"sì, allo stesso corso dell'Ateneo";"74,4";"66,7";"*";"76,2";"40,0";"82,3";"*";"63,6";"*";"82,7";"80,0";"85,6";"65,0";"57,6";"64,9";"75,0";"57,1";"96,4";"*";"50,0";"36,8";"*";"75,0";"42,9";"66,7";"*";"58,3";"46,7";"*"
"sì, ma ad un altro corso dell'Ateneo";"13,8";"16,7";"*";"14,3";"-";"9,7";"*";"-";"*";"12,6";"-";"7,5";"15,0";"12,1";"17,5";"12,5";"28,6";"-";"*";"21,4";"63,2";"*";"12,5";"28,6";"16,7";"*";"33,3";"20,0";"*"
"sì, allo stesso corso ma in un altro Ateneo";"6,3";"16,7";"*";"9,5";"20,0";"6,5";"*";"18,2";"*";"2,6";"-";"4,1";"5,0";"15,2";"10,5";"12,5";"-";"-";"*";"21,4";"-";"*";"-";"14,3";"-";"*";"8,3";"20,0";"*"
"sì, ma ad un altro corso e in un altro Ateneo";"2,6";"-";"*";"-";"-";"-";"*";"18,2";"*";"1,0";"-";"-";"-";"9,1";"5,3";"-";"14,3";"3,6";"*";"7,1";"-";"*";"6,3";"-";"8,3";"*";"-";"-";"*"
"non si iscriverebbero più all'università";"2,5";"-";"*";"-";"40,0";"1,6";"*";"-";"*";"1,0";"20,0";"2,7";"15,0";"3,0";"1,8";"-";"-";"-";"*";"-";"-";"*";"-";"14,3";"8,3";"*";"-";"6,7";"*"
"8. CONOSCENZE LINGUISTICHE E INFORMATICHE"
"";"Collettivo selezionato";"dietistica (L/SNT3)";"dietistica (SNT/3)(1) ";"educazione professionale (L/SNT2)";"educazione professionale (SNT/2)";"fisioterapia (L/SNT2)";"fisioterapia (SNT/2)(1) ";"igiene dentale (L/SNT3)";"igiene dentale (SNT/3)(1) ";"infermieristica - sede di Bologna (L/SNT1)";"infermieristica - sede di Ravenna - dall'a.a. 2008/09 (SNT/1)";"infermieristica - sede di Rimini (L/SNT1)";"infermieristica - sede di Rimini (SNT/1)";"infermieristica - sedi di Bologna (fino all'a.a. 2010/11) e Ravenna (fino all'a.a. 2007/08) (SNT/1)";"infermieristica - sedi di Faenza e Ravenna (L/SNT1)";"logopedia (L/SNT2)";"ortottica ed assistenza oftalmologica (L/SNT2)";"ostetricia (L/SNT1)";"ostetricia (SNT/1)(1) ";"podologia (L/SNT2)";"tecniche della prevenzione nell'ambiente e nei luoghi di lavoro (L/SNT4)";"tecniche della prevenzione nell'ambiente e nei luoghi di lavoro (SNT/4)(1) ";"tecniche di laboratorio biomedico (L/SNT3)";"tecniche di neurofisiopatologia (L/SNT3)";"tecniche di radiologia medica, per immagini e radioterapia - sede di Bologna (L/SNT3)";"tecniche di radiologia medica, per immagini e radioterapia - sede di Rimini - dall'a.a. 2008/09 (SNT/3)(1) ";"tecniche di radiologia medica, per immagini e radioterapia - sede di Rimini (L/SNT3)";"tecniche ortopediche (L/SNT3)";"tecniche ortopediche (SNT/3)(1) "
"Lingue straniere: conoscenza "almeno buona" (%)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"inglese scritto";"67,5";"100,0";"*";"71,4";"60,0";"82,3";"*";"81,8";"*";"71,2";"40,0";"61,6";"40,0";"66,7";"54,4";"100,0";"71,4";"57,1";"*";"92,9";"57,9";"*";"75,0";"85,7";"75,0";"*";"91,7";"73,3";"*"
"inglese parlato";"59,9";"100,0";"*";"57,1";"60,0";"69,4";"*";"63,6";"*";"64,4";"20,0";"57,5";"40,0";"54,5";"49,1";"75,0";"57,1";"46,4";"*";"78,6";"63,2";"*";"56,3";"71,4";"58,3";"*";"75,0";"86,7";"*"
"francese scritto";"11,4";"16,7";"*";"19,0";"20,0";"8,1";"*";"9,1";"*";"11,0";"-";"15,1";"-";"12,1";"11,4";"12,5";"-";"7,1";"*";"14,3";"5,3";"*";"12,5";"28,6";"-";"*";"16,7";"6,7";"*"
"francese parlato";"10,8";"16,7";"*";"23,8";"20,0";"6,5";"*";"9,1";"*";"9,9";"-";"15,8";"-";"12,1";"8,8";"12,5";"-";"7,1";"*";"7,1";"10,5";"*";"12,5";"28,6";"-";"*";"16,7";"-";"*"
"spagnolo scritto";"11,6";"-";"*";"4,8";"-";"14,5";"*";"36,4";"*";"13,1";"-";"11,6";"20,0";"6,1";"9,6";"12,5";"14,3";"17,9";"*";"21,4";"-";"*";"6,3";"-";"-";"*";"16,7";"13,3";"*"
"spagnolo parlato";"11,0";"-";"*";"9,5";"20,0";"11,3";"*";"27,3";"*";"11,5";"-";"12,3";"20,0";"9,1";"7,9";"12,5";"-";"17,9";"*";"28,6";"-";"*";"-";"-";"-";"*";"16,7";"13,3";"*"
"tedesco scritto";"2,7";"16,7";"*";"-";"-";"1,6";"*";"-";"*";"3,7";"-";"3,4";"-";"6,1";"0,9";"-";"-";"-";"*";"-";"-";"*";"-";"14,3";"-";"*";"8,3";"6,7";"*"
"tedesco parlato";"2,1";"16,7";"*";"-";"-";"1,6";"*";"-";"*";"1,6";"-";"3,4";"-";"3,0";"1,8";"-";"-";"-";"*";"-";"-";"*";"-";"14,3";"-";"*";"8,3";"6,7";"*"
"Strumenti informatici: conoscenza "almeno buona" (%) ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"navigazione in Internet e comunicazione in rete";"84,9";"100,0";"*";"90,5";"100,0";"80,6";"*";"81,8";"*";"91,6";"80,0";"79,5";"85,0";"84,8";"73,7";"87,5";"85,7";"82,1";"*";"92,9";"89,5";"*";"100,0";"85,7";"100,0";"*";"100,0";"93,3";"*"
"word processor";"71,7";"100,0";"*";"71,4";"80,0";"79,0";"*";"72,7";"*";"73,8";"60,0";"65,1";"65,0";"81,8";"62,3";"100,0";"71,4";"64,3";"*";"71,4";"73,7";"*";"93,8";"85,7";"83,3";"*";"91,7";"66,7";"*"
"fogli elettronici";"50,0";"83,3";"*";"38,1";"80,0";"45,2";"*";"72,7";"*";"49,7";"60,0";"43,8";"40,0";"48,5";"43,0";"50,0";"42,9";"60,7";"*";"78,6";"63,2";"*";"87,5";"71,4";"58,3";"*";"50,0";"53,3";"*"
"strumenti di presentazione";"54,0";"100,0";"*";"52,4";"40,0";"50,0";"*";"81,8";"*";"56,5";"40,0";"43,2";"30,0";"30,3";"50,9";"87,5";"71,4";"71,4";"*";"71,4";"68,4";"*";"81,3";"71,4";"58,3";"*";"75,0";"73,3";"*"
"sistemi operativi";"64,1";"66,7";"*";"47,6";"60,0";"64,5";"*";"63,6";"*";"67,5";"40,0";"61,6";"65,0";"72,7";"61,4";"62,5";"57,1";"53,6";"*";"85,7";"78,9";"*";"68,8";"71,4";"75,0";"*";"50,0";"60,0";"*"
"multimedia";"38,6";"66,7";"*";"38,1";"40,0";"35,5";"*";"54,5";"*";"46,6";"40,0";"35,6";"35,0";"30,3";"36,0";"37,5";"14,3";"25,0";"*";"50,0";"36,8";"*";"25,0";"42,9";"33,3";"*";"25,0";"53,3";"*"
"linguaggi di programmazione";"8,5";"-";"*";"9,5";"20,0";"8,1";"*";"18,2";"*";"8,9";"20,0";"6,8";"20,0";"15,2";"8,8";"-";"14,3";"-";"*";"7,1";"-";"*";"18,8";"-";"8,3";"*";"-";"6,7";"*"
"data base";"11,2";"-";"*";"-";"20,0";"12,9";"*";"-";"*";"13,1";"20,0";"8,9";"15,0";"12,1";"12,3";"-";"14,3";"3,6";"*";"35,7";"21,1";"*";"12,5";"-";"8,3";"*";"8,3";"6,7";"*"
"realizzazione siti web";"7,0";"-";"*";"-";"20,0";"4,8";"*";"-";"*";"7,3";"-";"6,8";"15,0";"12,1";"5,3";"-";"-";"-";"*";"21,4";"10,5";"*";"6,3";"-";"16,7";"*";"-";"6,7";"*"
"reti di trasmissione dati";"9,1";"-";"*";"-";"60,0";"11,3";"*";"9,1";"*";"11,5";"20,0";"4,8";"25,0";"12,1";"6,1";"-";"-";"-";"*";"14,3";"5,3";"*";"12,5";"-";"8,3";"*";"8,3";"20,0";"*"
